"phenotype_category","code","description","code_system","clinical_subcategory","phenotype_name","rank"
"Acute Respiratory Infection","H040z00","Acute laryngitis NOS","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H041.00","Acute tracheitis","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H041000","Acute tracheitis without obstruction","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H041100","Acute tracheitis with obstruction","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H041z00","Acute tracheitis NOS","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H042.00","Acute laryngotracheitis","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H042000","Acute laryngotracheitis without obstruction","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H042100","Acute laryngotracheitis with obstruction","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H042.11","Laryngotracheitis","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H042z00","Acute laryngotracheitis NOS","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H043.00","Acute epiglottitis (non strep)","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H043000","Acute epiglottitis without obstruction","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H043200","Acute obstructive laryngitis","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H043z00","Acute epiglottitis NOS","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H04z.00","Acute laryngitis and tracheitis NOS","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H05..00","Other acute upper respiratory infections","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H050.00","Acute laryngopharyngitis","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H051.00","Acute upper respiratory tract infection","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H052.00","Pharyngotracheitis","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H053.00","Tracheopharyngitis","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H054.00","Recurrent upper respiratory tract infection","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H055.00","Pharyngolaryngitis","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H05y.00","Other upper respiratory infections of multiple sites","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H05z.00","Upper respiratory infection NOS","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H05z.11","Upper respiratory tract infection NOS","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H0y..00","Other specified acute respiratory infections","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H0z..00","Acute respiratory infection NOS","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H160100","Chronic catarrhal laryngitis","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","Hyu0.00","[X]Acute upper respiratory infections","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","Hyu0100","[X]Acute pharyngitis due to other specified organisms","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","Hyu0200","[X]Acute tonsillitis due to other specified organisms","Read codes v2","Upper Respiratory Tract Infection - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","2D94.00","O/E - tympanic membrane pink","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","2D95.00","O/E - tympanic membrane red","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","2D96.00","O/E - tympanic membrane bulging","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F51..00","Nonsuppurative otitis media + eustachian tube disorders","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F510.00","Acute non suppurative otitis media","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F510000","Acute otitis media with effusion","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F510011","Acute secretory otitis media","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F510100","Acute serous otitis media","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F510200","Acute mucoid otitis media","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F510z00","Acute nonsuppurative otitis media NOS","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F514.00","Unspecified nonsuppurative otitis media","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F514100","Serous otitis media NOS","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F514200","Catarrhal otitis media NOS","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F514300","Mucoid otitis media NOS","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F514z00","Nonsuppurative otitis media NOS","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F52..00","Suppurative and unspecified otitis media","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F520.00","Acute suppurative otitis media","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F520000","Acute suppurative otitis media tympanic membrane intact","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F520100","Acute suppurative otitis media tympanic membrane ruptured","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F520300","Acute suppurative otitis media due to disease EC","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F520z00","Acute suppurative otitis media NOS","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F524.00","Purulent otitis media NOS","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F524000","Bilateral suppurative otitis media","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F526.00","Acute left otitis media","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F527.00","Acute right otitis media","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F528.00","Acute bilateral otitis media","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F52z.00","Otitis media NOS","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","F52z.11","Infection ear","Read codes v2","Otitismedia - Primary Care","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","14B7.00","History of recurrent tonsillitis","Read codes v2","Tonsillitis Primary care -  1","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","14B8.00","History of tonsillitis","Read codes v2","Tonsillitis Primary care -  1","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","2DB6.00","O/E - follicular tonsillitis","Read codes v2","Tonsillitis Primary care -  1","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","A340300","Streptococcal tonsillitis","Read codes v2","Tonsillitis Primary care -  1","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","A383000","Fusobacterial necrotising tonsillitis","Read codes v2","Tonsillitis Primary care -  1","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","AA1z.12","Vincent's tonsillitis","Read codes v2","Tonsillitis Primary care -  1","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H03..00","Acute tonsillitis","Read codes v2","Tonsillitis Primary care -  1","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H030.00","Acute erythematous tonsillitis","Read codes v2","Tonsillitis Primary care -  1","Ear and Upper Respiratory Tract Infections",1
"Acute Respiratory Infection","H031.00","Acute follicular tonsillitis","Read codes v2","Tonsillitis Primary care -  1","Ear and Upper Respiratory Tract Infections",1
